B_id,_blD,_blS,_wrD,_wrS
D1,0.0,0.0,0.0,0.0
D2,0.0,0.0,0.0,0.0
D3,0.0,0.0,0.0,0.0
D4,,,0.0,0.0
D5,0.0,0.0,16.666666666666668,0.0
D6,,,14.285714285714286,0.0
D7,,,0.0,0.0
D8,0.0,0.0,12.5,0.0
D9,,,0.0,0.0
D10,,,0.0,0.0
D11,,,0.0,0.0
