B_id,_blD,_blS,_wrD,_wrS
D1,,,,
D2,,,,
D3,,,,
D4,,,,
D5,,,,2.833333333333333
D6,,,,1.9666666666666666
D7,,,,
D8,,,,0.3
D9,,,,
D10,,,,
D11,,,,
