B_id,nest_D,nest_S,edge_D,edge_S,center_D,center_S
B1,0.32113880466005407,,-1.0764971932206517,4.0808981231719805,,
B2,4.97633007927351,3.189681843773929,3.5967829328257888,1.1046741991400086,0.05291334863951214,6.468932359823928
B3,-0.2967685786348304,-1.4637415673485252,-3.414802535859482,1.3387747343460754,-9.169410627626736,3.0628583290274065
B4,9.070144430387327,0.9458470795156746,2.098246737700987,3.955008442639514,-12.283863897227842,-4.614606734179839
B5,1.160993811833027,0.5722855771517938,-1.8342493085212883,2.8186759092955223,-3.737391271963763,-14.654298065846174
B6,-0.8362186114338361,3.333807430603676,-0.37262265583469567,0.48773097009001365,-4.61893353431266,-11.464856555476008
B7,0.4136210418921795,1.5775745392218141,1.736424239496741,1.0783555325201002,-7.057968604679882,-18.66474671362038
B8,7.958278190572787,4.666217053318949,2.333272865507113,0.6573757063163397,-16.71555701385259,-3.798241967896927
B9,0.12019871715629016,0.19092146447238623,2.1831640938704444,-1.4640828421434469,0.8065997349217877,-4.783447282664494
B10,4.876324184960824,7.324780936258629,4.251757029815183,,-7.614045778134749,
B11,3.36293787032145,3.561845565015366,4.020889966155065,10.047595488255993,1.5166095725293207,6.565806908145998
B12,3.7858984323591853,2.7544866585451864,2.495935029027131,1.3270595343764295,6.793455199210085,-1.711379046795205
B13,0.16721728083252785,-3.761425989529778,5.532149675846497,3.6037997520680527,2.426288756118181,5.967998824353277
B14,3.2721169349650987,3.008994769565062,,0.09572974634900966,-4.271628461907296,-3.1153531408729744
B15,4.156437282889819,6.419167715926222,0.7160049773785735,2.2000642732680156,0.965758255965719,-3.907527520314238
B16,3.2527055090131176,4.773324967476331,2.986145827148226,2.689941919485472,5.996741362050562,7.898035662725057
B17,-7.08412807145021,1.701266686219491,0.8547263844210082,,7.164088983345524,
B18,,13.736038041422105,7.06550107151224,4.443871066956869,-1.9122456328132724,-0.3078016335723692
B19,1.381907959666135,5.89958602119307,4.800313849101468,-3.235797957598881,0.09863908220977358,-7.461540695353083
B20,3.6957082644884895,4.155676462217381,4.359707932667719,,-3.8371797681585686,
