B_id,nest_D,nest_S,edge_D,edge_S,center_D,center_S
B1,8.666666666666664,39.0,50.0,-43.66666666666667,-58.66666666666667,4.666666666666671
B2,23.0,51.333333333333336,13.666666666666666,-55.0,-36.66666666666667,3.666666666666668
B3,19.0,50.0,45.0,-45.999999999999986,-64.0,-4.0
B4,62.00000000000001,7.000000000000001,-44.33333333333333,-2.666666666666657,-17.666666666666657,-4.333333333333336
B5,-28.666666666666668,-25.0,30.666666666666664,35.99999999999999,-2.0000000000000036,-10.999999999999998
B6,-9.777777777777771,-17.833333333333336,15.1111111111111,21.0,-5.333333333333333,-3.1666666666666643
B7,11.866666666666664,38.266666666666666,16.800000000000004,0.7999999999999972,-28.666666666666668,-39.06666666666666
B8,12.4,32.666666666666664,-38.26666666666668,16.4,25.866666666666664,-49.06666666666666
B9,-24.400000000000002,-30.666666666666657,61.466666666666676,42.53333333333333,-37.06666666666666,-11.866666666666665
B10,13.333333333333343,-32.13333333333333,-16.266666666666666,23.066666666666666,2.933333333333337,9.06666666666667
B11,-48.933333333333344,-17.999999999999996,62.8,51.333333333333336,-13.866666666666667,-33.333333333333336
B12,4.666666666666666,23.333333333333336,21.333333333333336,10.399999999999999,-26.000000000000007,-33.733333333333334
B13,0.0,38.13333333333333,25.066666666666677,31.600000000000005,-25.066666666666663,-69.73333333333332
B14,-26.4,45.2,17.466666666666665,13.33333333333333,8.933333333333334,-58.53333333333333
B15,-36.73333333333333,-22.499999999999986,35.733333333333334,18.666666666666668,1.0,3.8333333333333357
B16,4.166666666666671,-44.09523809523811,0.5,45.80952380952381,-4.666666666666671,-1.7142857142857117
B17,41.733333333333334,-39.70370370370371,-10.533333333333335,30.000000000000004,-31.19999999999999,9.703703703703702
B18,30.666666666666668,4.833333333333333,0.6666666666666572,25.0,-31.33333333333334,-29.83333333333333
B19,-6.666666666666671,67.33333333333334,15.466666666666665,-55.33333333333333,-8.8,-12.000000000000007
B20,-35.599999999999994,-7.733333333333334,31.266666666666666,12.933333333333335,4.333333333333329,-5.200000000000003
