x_index,y_index,time_pct,speed_avg,vx,vy
0,0,1e-05,1e-05,1e-05,1e-05
0,1,1e-05,1e-05,1e-05,1e-05
0,2,1e-05,1e-05,1e-05,1e-05
0,3,1e-05,1e-05,1e-05,1e-05
0,4,1e-05,1e-05,1e-05,1e-05
0,5,1e-05,1e-05,1e-05,1e-05
0,6,1e-05,1e-05,1e-05,1e-05
0,7,1e-05,1e-05,1e-05,1e-05
0,8,1e-05,1e-05,1e-05,1e-05
0,9,1e-05,1e-05,1e-05,1e-05
0,10,1e-05,1e-05,1e-05,1e-05
0,11,1e-05,1e-05,1e-05,1e-05
0,12,1e-05,1e-05,1e-05,1e-05
0,13,1e-05,1e-05,1e-05,1e-05
0,14,1e-05,1e-05,1e-05,1e-05
0,15,1e-05,1e-05,1e-05,1e-05
0,16,1e-05,1e-05,1e-05,1e-05
0,17,1e-05,1e-05,1e-05,1e-05
0,18,1e-05,1e-05,1e-05,1e-05
0,19,1e-05,1e-05,1e-05,1e-05
0,20,1e-05,1e-05,1e-05,1e-05
0,21,1e-05,1e-05,1e-05,1e-05
0,22,1e-05,1e-05,1e-05,1e-05
0,23,1e-05,1e-05,1e-05,1e-05
0,24,1e-05,1e-05,1e-05,1e-05
1,0,1e-05,1e-05,1e-05,1e-05
1,1,1e-05,1e-05,1e-05,1e-05
1,2,1e-05,1e-05,1e-05,1e-05
1,3,1e-05,1e-05,1e-05,1e-05
1,4,1e-05,1e-05,1e-05,1e-05
1,5,1e-05,1e-05,1e-05,1e-05
1,6,0.14993574182493216,6.5411201534548775,-1.9550196504132824,0.6882445767888242
1,7,0.0856775667571041,11.034291421595443,-3.408934622583084,0.9122521340306414
1,8,0.12851635013565615,9.61815390297322,-4.5466594496091215,0.09728264098766531
1,9,0.03569898614879337,18.417277320029722,-8.363946308107938,-0.9672246873378754
1,10,0.14636584321005283,4.603004122657254,-1.7851230019800008,0.22321209708230946
1,11,0.17492503212908753,4.944912510597502,-1.696053444618384,0.21219385386561052
1,12,0.09995716121662145,9.343930774556243,-2.3233150423635403,-0.4107210507534006
1,13,0.12494645152077682,4.129829108046736,-0.8308797724106723,-0.1930057201064937
1,14,1e-05,1e-05,1e-05,1e-05
1,15,1e-05,1e-05,1e-05,1e-05
