,sD_1,sD_2,sD_3,sD_4,sD_5,sD_6,sD_7,sD_8,sD_9,sD_10,sD_11,sS_1,sS_2,sS_3,sS_4,sS_5,sS_6,sS_7,sS_8,sS_9,sS_10,sS_11,pD_1,pD_2,pD_3,pD_4,pD_5,pD_6,pD_7,pD_8,pD_9,pD_10,pD_11,pS_1,pS_2,pS_3,pS_4,pS_5,pS_6,pS_7,pS_8,pS_9,pS_10,pS_11
1min,45.388888888888886,25.999999999999996,26.555555555555554,12.555555555555554,42.5,45.222222222222214,26.277777777777782,92.6111111111111,45.16666666666668,23.722222222222225,57.333333333333336,58.999999999999986,23.888888888888886,43.611111111111114,41.333333333333336,40.33333333333334,75.27777777777779,72.00000000000001,32.5,30.944444444444446,73.33333333333333,77.61111111111111,54.50000000000001,10.166666666666666,9.055555555555555,24.611111111111107,38.66666666666666,18.11111111111111,10.38888888888889,6.000000000000001,30.944444444444446,32.05555555555556,46.22222222222222,62.83333333333334,3.3888888888888884,24.388888888888893,17.666666666666668,50.388888888888886,30.61111111111111,29.777777777777775,5.722222222222222,45.722222222222214,31.83333333333333,81.83333333333333
2min,61.66666666666668,8.5,15.611111111111109,13.499999999999998,34.944444444444436,29.166666666666664,31.38888888888889,62.277777777777786,15.611111111111109,5.333333333333334,21.111111111111114,28.833333333333332,28.55555555555556,63.94444444444445,37.94444444444444,22.888888888888886,41.77777777777777,47.77777777777778,19.555555555555554,31.611111111111107,62.38888888888889,74.11111111111111,30.5,0.8888888888888888,2.444444444444444,28.777777777777775,22.0,7.000000000000001,6.5,17.11111111111111,26.499999999999996,8.666666666666668,2.777777777777778,35.61111111111111,3.5555555555555554,21.11111111111111,23.22222222222222,39.666666666666664,29.999999999999993,32.5,5.277777777777779,32.27777777777778,22.444444444444446,39.666666666666664
3min,37.33333333333333,24.777777777777775,19.11111111111111,7.055555555555555,14.444444444444446,10.61111111111111,4.944444444444445,33.666666666666664,35.16666666666667,12.111111111111112,11.666666666666666,11.277777777777779,10.166666666666666,38.11111111111111,28.111111111111114,7.277777777777779,13.888888888888888,8.61111111111111,12.833333333333332,9.88888888888889,25.222222222222225,59.88888888888889,14.777777777777779,15.833333333333332,0.0,20.555555555555554,34.111111111111114,10.722222222222223,2.944444444444444,6.222222222222222,18.888888888888893,0.0,7.277777777777778,34.166666666666664,0.0,32.44444444444444,21.777777777777775,38.66666666666667,11.722222222222225,39.38888888888889,2.388888888888889,1.3333333333333335,19.499999999999996,21.833333333333332
4min,38.27777777777778,7.222222222222221,9.555555555555555,34.5,15.22222222222222,16.05555555555556,6.277777777777778,27.22222222222222,35.27777777777779,0.0,43.222222222222214,33.72222222222222,12.333333333333334,16.444444444444443,20.44444444444444,20.333333333333332,27.38888888888889,33.77777777777778,29.888888888888886,11.61111111111111,23.555555555555554,41.27777777777777,19.66666666666667,11.222222222222221,2.722222222222222,28.500000000000004,35.833333333333336,16.72222222222222,8.722222222222221,6.111111111111112,22.61111111111111,1.3333333333333335,11.777777777777775,37.77777777777777,3.888888888888889,16.944444444444443,9.666666666666668,37.94444444444444,17.72222222222222,18.000000000000004,6.777777777777777,13.722222222222225,4.055555555555556,36.44444444444444
5min,46.40903476266101,21.234045056173166,10.822892771013471,38.40950532321629,39.409446503146874,0.0,22.35162637491912,30.998176577848362,26.17493088641844,4.764425622022235,13.29333568613611,40.82112816893124,3.6468443032762776,8.764190341744603,52.5851420504676,17.704840891712255,26.70431151108758,32.52749838244809,20.05764366801953,34.29210046467854,51.585200870537015,53.938003646844315,51.879301217575424,4.2938650667607785,9.999411799305921,12.999235339097698,44.467972472207514,15.116757837774248,12.469854714428562,22.116346097288396,29.17475442621022,1.823422151638139,0.0,51.526380801129335,4.823245691429916,21.93988588906535,1.9410622904535029,43.93859184753839,20.4693841538733,34.703840950532324,19.23416269631198,4.411505205576143,7.293688606552556,32.645138521263455
