group,trial_id,timepoint,before,after,difference
random,D4MS,3231.0,1.0,0.8,0.19999999999999996
random,D9MD,6055.0,0.7333333333333333,0.36666666666666664,0.36666666666666664
random,D11MD,6854.0,0.13333333333333333,1.0,-0.8666666666666667
random,D2MS,813.0,1.0,1.0,0.0
random,D2MS,5007.0,0.2,1.0,-0.8
random,D2MD,5408.0,1.0,1.0,0.0
random,D2MS,8359.0,1.0,1.0,0.0
random,D6MS,2291.0,1.0,1.0,0.0
random,D3MS,4381.0,0.8333333333333334,0.5666666666666667,0.2666666666666667
random,D3MS,6301.0,0.9333333333333333,1.0,-0.06666666666666665
random,D9MD,6724.0,0.1,1.0,-0.9
random,D11MS,4029.0,1.0,1.0,0.0
random,D10MS,7026.0,0.7666666666666667,1.0,-0.23333333333333328
random,D10MS,2612.0,1.0,0.3,0.7
random,D4MD,8508.0,1.0,1.0,0.0
random,D3MS,622.0,1.0,0.16666666666666666,0.8333333333333334
random,D10MS,1046.0,1.0,0.23333333333333334,0.7666666666666666
random,D8MS,7310.0,0.16666666666666666,0.26666666666666666,-0.1
random,D2MS,8107.0,0.9666666666666667,0.0,0.9666666666666667
random,D6MD,4979.0,1.0,0.4666666666666667,0.5333333333333333
random,D4MS,8308.0,1.0,1.0,0.0
random,D4MD,8342.0,1.0,1.0,0.0
random,D10MS,7199.0,1.0,1.0,0.0
random,D3MS,6387.0,1.0,1.0,0.0
random,D6MS,5367.0,1.0,0.9333333333333333,0.06666666666666665
random,D8MS,5543.0,0.1,0.2,-0.1
random,D4MD,2197.0,1.0,0.03333333333333333,0.9666666666666667
random,D3MS,2531.0,0.6,0.3,0.3
random,D3MS,4383.0,0.9,0.5,0.4
random,D6MS,5385.0,1.0,0.3333333333333333,0.6666666666666667
random,D10MD,2056.0,0.36666666666666664,0.03333333333333333,0.3333333333333333
random,D2MS,5962.0,0.7666666666666667,0.7,0.06666666666666676
random,D2MS,3094.0,0.06666666666666667,0.36666666666666664,-0.3
random,D11MS,3675.0,1.0,0.7666666666666667,0.23333333333333328
random,D2MS,952.0,1.0,1.0,0.0
random,D2MD,3247.0,0.6666666666666666,1.0,-0.33333333333333337
random,D4MS,5966.0,1.0,1.0,0.0
random,D4MS,5203.0,0.7666666666666667,0.0,0.7666666666666667
random,D4MS,1890.0,1.0,1.0,0.0
random,D4MD,8339.0,1.0,1.0,0.0
random,D2MD,8067.0,1.0,0.5666666666666667,0.43333333333333335
random,D3MS,6731.0,0.8,1.0,-0.19999999999999996
random,D10MS,3044.0,1.0,1.0,0.0
random,D4MD,8852.0,1.0,1.0,0.0
random,D11MS,6360.0,0.16666666666666666,1.0,-0.8333333333333334
random,D6MS,3743.0,1.0,1.0,0.0
random,D6MS,3865.0,0.6666666666666666,1.0,-0.33333333333333337
random,D3MD,4555.0,0.23333333333333334,1.0,-0.7666666666666666
random,D3MD,7614.0,0.26666666666666666,0.5333333333333333,-0.26666666666666666
random,D4MS,629.0,1.0,1.0,0.0
random,D10MS,6298.0,0.4666666666666667,1.0,-0.5333333333333333
random,D11MS,3656.0,1.0,0.6333333333333333,0.3666666666666667
random,D7MS,209.0,0.13333333333333333,0.6666666666666666,-0.5333333333333333
random,D10MS,8818.0,1.0,1.0,0.0
random,D11MS,2556.0,1.0,1.0,0.0
random,D2MD,6609.0,1.0,1.0,0.0
random,D4MD,8306.0,1.0,1.0,0.0
random,D10MS,6109.0,1.0,0.3,0.7
random,D6MD,3545.0,1.0,1.0,0.0
random,D4MD,1983.0,0.03333333333333333,1.0,-0.9666666666666667
random,D2MS,8433.0,1.0,0.7,0.30000000000000004
random,D10MD,7387.0,0.03333333333333333,0.23333333333333334,-0.2
random,D2MD,6286.0,1.0,1.0,0.0
random,D2MD,3716.0,0.8333333333333334,0.3333333333333333,0.5
random,D10MS,8593.0,1.0,1.0,0.0
random,D2MS,3051.0,1.0,1.0,0.0
random,D3MS,6347.0,1.0,1.0,0.0
random,D2MS,5970.0,1.0,0.43333333333333335,0.5666666666666667
random,D11MS,4046.0,1.0,0.06666666666666667,0.9333333333333333
random,D10MS,4862.0,0.23333333333333334,0.23333333333333334,0.0
random,D6MS,6590.0,1.0,1.0,0.0
random,D11MS,4885.0,0.9,1.0,-0.09999999999999998
random,D6MS,3975.0,1.0,0.6666666666666666,0.33333333333333337
random,D7MD,6669.0,0.03333333333333333,0.26666666666666666,-0.23333333333333334
random,D11MS,2607.0,1.0,1.0,0.0
random,D6MS,3861.0,1.0,1.0,0.0
random,D2MS,5465.0,1.0,1.0,0.0
random,D10MS,5429.0,0.5333333333333333,1.0,-0.4666666666666667
random,D6MS,4758.0,1.0,1.0,0.0
random,D6MS,4780.0,1.0,1.0,0.0
random,D5MD,8109.0,0.8333333333333334,0.0,0.8333333333333334
random,D2MS,1005.0,1.0,0.8,0.19999999999999996
random,D6MD,2603.0,1.0,1.0,0.0
random,D4MD,8066.0,1.0,1.0,0.0
random,D2MD,5419.0,1.0,1.0,0.0
random,D2MS,967.0,1.0,1.0,0.0
random,D4MS,5992.0,1.0,1.0,0.0
random,D2MS,6242.0,0.03333333333333333,1.0,-0.9666666666666667
random,D3MS,3187.0,0.7666666666666667,0.06666666666666667,0.7000000000000001
random,D6MS,6831.0,1.0,1.0,0.0
random,D10MS,3134.0,1.0,1.0,0.0
random,D2MS,6274.0,1.0,0.23333333333333334,0.7666666666666666
random,D4MD,2939.0,0.5666666666666667,0.5333333333333333,0.033333333333333326
random,D8MS,7309.0,0.13333333333333333,0.3,-0.16666666666666666
random,D11MS,2894.0,1.0,0.2,0.8
random,D4MD,1845.0,0.5333333333333333,0.6333333333333333,-0.09999999999999998
random,D10MS,5704.0,1.0,1.0,0.0
random,D2MS,746.0,1.0,1.0,0.0
random,D2MD,292.0,0.36666666666666664,0.16666666666666666,0.19999999999999998
random,D1MS,6878.0,0.5333333333333333,0.26666666666666666,0.26666666666666666
random,D3MS,981.0,0.16666666666666666,1.0,-0.8333333333333334
random,D6MS,5520.0,0.8,1.0,-0.19999999999999996
random,D2MS,5277.0,1.0,0.6666666666666666,0.33333333333333337
random,D6MS,3742.0,1.0,1.0,0.0
random,D4MS,765.0,1.0,1.0,0.0
random,D10MS,6496.0,1.0,0.0,1.0
random,D3MS,3412.0,1.0,0.6,0.4
random,D11MS,3405.0,0.23333333333333334,1.0,-0.7666666666666666
random,D10MS,2993.0,1.0,0.7333333333333333,0.2666666666666667
random,D9MD,4626.0,0.23333333333333334,0.06666666666666667,0.16666666666666669
random,D8MD,4518.0,0.1,0.26666666666666666,-0.16666666666666666
random,D6MD,4815.0,1.0,0.03333333333333333,0.9666666666666667
random,D10MS,8273.0,0.26666666666666666,1.0,-0.7333333333333334
random,D4MD,8813.0,0.7,1.0,-0.30000000000000004
random,D11MS,6586.0,1.0,1.0,0.0
random,D2MS,5617.0,0.26666666666666666,0.0,0.26666666666666666
random,D11MS,2640.0,1.0,1.0,0.0
random,D6MS,2348.0,1.0,1.0,0.0
random,D5MD,5956.0,1.0,0.13333333333333333,0.8666666666666667
random,D6MS,4354.0,1.0,1.0,0.0
random,D2MD,7921.0,0.43333333333333335,1.0,-0.5666666666666667
random,D11MS,3042.0,1.0,1.0,0.0
random,D10MS,2018.0,1.0,1.0,0.0
random,D11MS,4005.0,1.0,1.0,0.0
random,D10MS,7073.0,1.0,1.0,0.0
random,D6MS,3873.0,0.9333333333333333,1.0,-0.06666666666666665
random,D10MS,1688.0,0.5666666666666667,0.36666666666666664,0.2
random,D2MS,3311.0,1.0,1.0,0.0
random,D3MD,7875.0,0.3,0.6333333333333333,-0.3333333333333333
random,D10MS,6096.0,1.0,0.7333333333333333,0.2666666666666667
random,D4MS,1982.0,1.0,1.0,0.0
random,D3MD,4590.0,1.0,0.6666666666666666,0.33333333333333337
random,D10MS,8287.0,0.7333333333333333,1.0,-0.2666666666666667
random,D7MS,2712.0,0.43333333333333335,0.0,0.43333333333333335
random,D10MS,6466.0,1.0,0.5,0.5
random,D6MS,6715.0,1.0,1.0,0.0
random,D10MS,8298.0,1.0,1.0,0.0
random,D2MS,2750.0,1.0,1.0,0.0
random,D2MD,3276.0,1.0,0.9333333333333333,0.06666666666666665
random,D2MS,3326.0,1.0,1.0,0.0
random,D4MD,8524.0,1.0,1.0,0.0
random,D4MS,8406.0,1.0,1.0,0.0
random,D2MS,2839.0,1.0,0.5666666666666667,0.43333333333333335
random,D10MS,2247.0,1.0,0.3,0.7
random,D10MS,7210.0,1.0,1.0,0.0
random,D11MD,6882.0,1.0,1.0,0.0
random,D2MS,2765.0,1.0,1.0,0.0
random,D10MS,8519.0,1.0,1.0,0.0
random,D4MD,5299.0,1.0,0.26666666666666666,0.7333333333333334
random,D3MS,6279.0,0.2,1.0,-0.8
random,D1MS,7021.0,0.3333333333333333,1.0,-0.6666666666666667
random,D2MS,3055.0,1.0,1.0,0.0
random,D6MD,4205.0,1.0,1.0,0.0
random,D10MS,3680.0,0.43333333333333335,0.0,0.43333333333333335
random,D3MD,4591.0,1.0,0.6333333333333333,0.3666666666666667
random,D4MS,8464.0,1.0,0.26666666666666666,0.7333333333333334
random,D4MD,8655.0,1.0,1.0,0.0
random,D11MS,7750.0,0.4,0.23333333333333334,0.16666666666666669
random,D4MD,8800.0,0.26666666666666666,1.0,-0.7333333333333334
random,D2MS,1717.0,0.6333333333333333,1.0,-0.3666666666666667
random,D11MS,3647.0,1.0,1.0,0.0
random,D2MD,6340.0,1.0,1.0,0.0
random,D8MS,5984.0,0.16666666666666666,0.1,0.06666666666666665
random,D6MS,4829.0,1.0,0.7666666666666667,0.23333333333333328
random,D11MS,5588.0,1.0,0.3,0.7
random,D1MD,6501.0,0.5,0.16666666666666666,0.33333333333333337
random,D7MD,7712.0,0.5666666666666667,0.13333333333333333,0.43333333333333335
random,D2MD,6624.0,1.0,1.0,0.0
random,D4MD,6593.0,0.8666666666666667,1.0,-0.1333333333333333
random,D8MD,1327.0,0.3333333333333333,0.1,0.2333333333333333
random,D4MD,7838.0,1.0,1.0,0.0
random,D6MD,2211.0,0.9666666666666667,0.0,0.9666666666666667
random,D2MS,6664.0,0.6333333333333333,0.8333333333333334,-0.20000000000000007
random,D11MS,3959.0,1.0,1.0,0.0
random,D2MS,1749.0,1.0,1.0,0.0
random,D11MS,3935.0,1.0,1.0,0.0
random,D4MS,8254.0,0.9666666666666667,1.0,-0.033333333333333326
random,D10MS,2126.0,1.0,1.0,0.0
random,D4MD,2923.0,0.03333333333333333,1.0,-0.9666666666666667
random,D3MS,5830.0,1.0,0.9,0.09999999999999998
random,D9MD,41.0,0.5,0.16666666666666666,0.33333333333333337
random,D4MS,2039.0,1.0,1.0,0.0
random,D10MS,8551.0,1.0,1.0,0.0
random,D4MS,201.0,0.23333333333333334,0.3,-0.06666666666666665
random,D2MS,749.0,1.0,1.0,0.0
random,D5MS,6074.0,0.3333333333333333,0.2,0.1333333333333333
random,D11MS,5274.0,1.0,0.9333333333333333,0.06666666666666665
random,D2MD,6917.0,0.3333333333333333,1.0,-0.6666666666666667
random,D9MD,754.0,0.23333333333333334,0.16666666666666666,0.06666666666666668
random,D4MD,7051.0,1.0,0.03333333333333333,0.9666666666666667
random,D1MS,8746.0,0.3,1.0,-0.7
random,D10MS,7256.0,1.0,1.0,0.0
random,D4MD,2944.0,0.7333333333333333,0.36666666666666664,0.36666666666666664
random,D5MD,5943.0,0.8333333333333334,0.5666666666666667,0.2666666666666667
random,D11MD,6950.0,1.0,1.0,0.0
random,D2MD,3310.0,0.23333333333333334,0.3,-0.06666666666666665
random,D4MS,5988.0,1.0,1.0,0.0
random,D10MS,5932.0,1.0,1.0,0.0
random,D6MS,3887.0,1.0,0.3333333333333333,0.6666666666666667
random,D4MD,6607.0,1.0,1.0,0.0
random,D2MD,3866.0,1.0,1.0,0.0
random,D7MS,6793.0,1.0,0.7333333333333333,0.2666666666666667
random,D10MS,5320.0,0.4666666666666667,1.0,-0.5333333333333333
random,D2MS,1306.0,1.0,0.5,0.5
random,D4MD,7568.0,1.0,0.3,0.7
random,D4MD,8673.0,1.0,0.7333333333333333,0.2666666666666667
random,D2MD,8294.0,1.0,1.0,0.0
random,D2MD,5499.0,0.6333333333333333,1.0,-0.3666666666666667
random,D10MS,8519.0,1.0,1.0,0.0
random,D6MD,5848.0,0.6333333333333333,0.0,0.6333333333333333
random,D11MS,2998.0,1.0,1.0,0.0
random,D6MS,1443.0,1.0,1.0,0.0
random,D4MD,8581.0,1.0,1.0,0.0
random,D4MS,1689.0,1.0,1.0,0.0
random,D10MS,4724.0,0.4,0.03333333333333333,0.3666666666666667
random,D3MD,4576.0,0.9333333333333333,1.0,-0.06666666666666665
random,D11MS,5575.0,1.0,0.7333333333333333,0.2666666666666667
random,D10MS,2051.0,1.0,1.0,0.0
random,D10MS,8551.0,1.0,1.0,0.0
random,D10MS,8743.0,1.0,1.0,0.0
random,D11MS,2774.0,1.0,1.0,0.0
random,D10MS,8760.0,1.0,0.8333333333333334,0.16666666666666663
random,D10MS,2026.0,1.0,1.0,0.0
random,D11MD,201.0,1.0,1.0,0.0
random,D10MS,8294.0,1.0,1.0,0.0
random,D10MS,8563.0,1.0,1.0,0.0
random,D3MS,5831.0,1.0,0.8666666666666667,0.1333333333333333
random,D5MD,5207.0,1.0,0.13333333333333333,0.8666666666666667
random,D3MS,4055.0,0.6666666666666666,1.0,-0.33333333333333337
random,D6MD,2576.0,1.0,1.0,0.0
random,D11MS,4928.0,1.0,1.0,0.0
random,D2MS,8309.0,1.0,1.0,0.0
random,D2MS,1925.0,1.0,1.0,0.0
random,D2MS,3183.0,1.0,1.0,0.0
random,D3MS,3384.0,1.0,1.0,0.0
random,D4MS,2098.0,1.0,0.4,0.6
random,D10MS,6497.0,0.9666666666666667,0.0,0.9666666666666667
random,D10MS,3134.0,1.0,1.0,0.0
random,D3MS,4052.0,0.5666666666666667,1.0,-0.43333333333333335
random,D10MS,6714.0,1.0,1.0,0.0
random,D3MS,7363.0,0.03333333333333333,1.0,-0.9666666666666667
random,D6MD,4188.0,1.0,1.0,0.0
random,D6MS,3836.0,1.0,1.0,0.0
random,D10MS,8353.0,1.0,1.0,0.0
random,D4MD,7816.0,1.0,1.0,0.0
random,D11MD,3376.0,0.13333333333333333,0.8,-0.6666666666666667
random,D3MS,992.0,1.0,0.1,0.9
random,D7MS,3970.0,1.0,0.4,0.6
random,D10MS,2064.0,1.0,1.0,0.0
random,D10MS,6444.0,1.0,1.0,0.0
random,D11MS,3420.0,0.7333333333333333,1.0,-0.2666666666666667
random,D3MS,6389.0,1.0,1.0,0.0
random,D10MS,6723.0,1.0,1.0,0.0
random,D9MD,6059.0,0.7333333333333333,0.23333333333333334,0.49999999999999994
random,D4MS,5983.0,1.0,1.0,0.0
random,D2MS,2644.0,1.0,1.0,0.0
random,D11MS,2121.0,1.0,1.0,0.0
random,D2MD,5515.0,1.0,0.5,0.5
random,D6MD,4789.0,0.2,0.9,-0.7
random,D2MD,5489.0,0.3,1.0,-0.7
random,D10MS,6417.0,1.0,1.0,0.0
random,D10MS,6842.0,1.0,1.0,0.0
random,D2MD,5516.0,1.0,0.4666666666666667,0.5333333333333333
random,D11MS,5587.0,1.0,0.3333333333333333,0.6666666666666667
random,D10MS,7872.0,1.0,0.5666666666666667,0.43333333333333335
random,D6MS,3868.0,0.7666666666666667,1.0,-0.23333333333333328
random,D2MS,1753.0,1.0,1.0,0.0
random,D11MS,6949.0,0.4666666666666667,0.2,0.26666666666666666
random,D2MD,2225.0,0.13333333333333333,0.6,-0.4666666666666667
random,D3MD,2030.0,0.23333333333333334,0.26666666666666666,-0.033333333333333326
random,D3MS,526.0,0.16666666666666666,0.9,-0.7333333333333334
random,D10MS,2946.0,0.4,1.0,-0.6
random,D3MS,6785.0,1.0,1.0,0.0
random,D7MD,5137.0,0.13333333333333333,0.43333333333333335,-0.30000000000000004
random,D11MD,6918.0,1.0,1.0,0.0
random,D1MS,3214.0,0.26666666666666666,0.5666666666666667,-0.3
random,D7MS,8588.0,0.5333333333333333,0.13333333333333333,0.4
random,D2MD,5850.0,1.0,0.0,1.0
random,D10MS,5923.0,1.0,1.0,0.0
random,D2MS,8366.0,1.0,1.0,0.0
random,D11MS,3967.0,1.0,1.0,0.0
random,D6MD,4785.0,0.06666666666666667,1.0,-0.9333333333333333
random,D8MS,5156.0,0.3,0.3,0.0
random,D6MS,4734.0,1.0,1.0,0.0
random,D6MS,4685.0,1.0,1.0,0.0
random,D4MD,8353.0,1.0,1.0,0.0
random,D8MD,788.0,0.23333333333333334,0.3,-0.06666666666666665
random,D11MS,4036.0,1.0,1.0,0.0
random,D11MD,5670.0,0.23333333333333334,0.06666666666666667,0.16666666666666669
random,D11MS,5110.0,1.0,1.0,0.0
random,D11MS,6909.0,0.8333333333333334,0.6666666666666666,0.16666666666666674
random,D10MS,5774.0,1.0,1.0,0.0
random,D6MS,4720.0,1.0,1.0,0.0
random,D6MD,5442.0,0.8666666666666667,1.0,-0.1333333333333333
random,D10MS,7887.0,1.0,0.06666666666666667,0.9333333333333333
random,D4MS,1644.0,0.2,1.0,-0.8
random,D4MD,8506.0,1.0,1.0,0.0
random,D4MD,6440.0,0.9666666666666667,1.0,-0.033333333333333326
random,D4MS,3182.0,1.0,1.0,0.0
random,D2MD,1376.0,0.03333333333333333,0.6666666666666666,-0.6333333333333333
random,D11MS,5468.0,1.0,1.0,0.0
random,D2MD,2609.0,1.0,0.5666666666666667,0.43333333333333335
random,D2MD,7914.0,0.2,1.0,-0.8
random,D2MD,5708.0,0.4,1.0,-0.6
random,D5MD,8405.0,0.6666666666666666,0.4,0.2666666666666666
random,D3MS,5804.0,0.5,1.0,-0.5
random,D6MS,2401.0,1.0,1.0,0.0
random,D2MS,6298.0,0.3,0.43333333333333335,-0.13333333333333336
random,D2MD,5405.0,1.0,1.0,0.0
random,D4MS,965.0,0.4666666666666667,0.16666666666666666,0.30000000000000004
random,D2MD,7918.0,0.6,1.0,-0.4
random,D2MD,8002.0,1.0,1.0,0.0
random,D6MS,1493.0,1.0,1.0,0.0
random,D2MS,3967.0,1.0,0.5,0.5
random,D3MD,3709.0,0.3333333333333333,0.1,0.2333333333333333
random,D10MS,5723.0,1.0,1.0,0.0
random,D7MS,822.0,0.03333333333333333,0.5666666666666667,-0.5333333333333333
random,D2MS,1730.0,1.0,1.0,0.0
random,D2MS,7161.0,0.6333333333333333,0.0,0.6333333333333333
random,D4MS,6066.0,1.0,1.0,0.0
random,D2MD,5469.0,1.0,0.36666666666666664,0.6333333333333333
random,D4MD,7668.0,1.0,1.0,0.0
random,D10MS,8556.0,1.0,1.0,0.0
random,D3MS,6755.0,1.0,1.0,0.0
random,D11MS,3668.0,1.0,1.0,0.0
random,D2MS,1906.0,1.0,1.0,0.0
random,D2MS,1873.0,0.23333333333333334,1.0,-0.7666666666666666
random,D6MS,4691.0,1.0,1.0,0.0
random,D2MS,814.0,1.0,1.0,0.0
random,D5MD,1654.0,0.6333333333333333,0.06666666666666667,0.5666666666666667
random,D10MS,7106.0,1.0,1.0,0.0
random,D4MD,6740.0,0.7,1.0,-0.30000000000000004
random,D4MD,8868.0,1.0,1.0,0.0
random,D11MS,2976.0,1.0,1.0,0.0
random,D10MS,5521.0,1.0,1.0,0.0
random,D10MS,6881.0,0.16666666666666666,1.0,-0.8333333333333334
random,D11MS,2665.0,1.0,1.0,0.0
random,D7MS,1658.0,0.5,0.0,0.5
random,D7MS,3778.0,1.0,1.0,0.0
random,D2MS,7587.0,0.36666666666666664,1.0,-0.6333333333333333
random,D11MS,3695.0,1.0,0.1,0.9
random,D2MD,8294.0,1.0,1.0,0.0
random,D10MS,7085.0,1.0,1.0,0.0
random,D4MS,656.0,1.0,1.0,0.0
random,D2MS,7590.0,0.4666666666666667,0.9333333333333333,-0.4666666666666667
random,D11MS,3972.0,1.0,1.0,0.0
random,D10MD,6587.0,0.26666666666666666,0.0,0.26666666666666666
random,D2MD,4422.0,0.6666666666666666,0.5,0.16666666666666663
random,D2MS,7476.0,0.03333333333333333,0.4,-0.3666666666666667
random,D10MS,4923.0,0.36666666666666664,0.4666666666666667,-0.10000000000000003
random,D9MD,6790.0,1.0,0.36666666666666664,0.6333333333333333
random,D10MS,2563.0,1.0,1.0,0.0
random,D2MD,3716.0,0.8333333333333334,0.3333333333333333,0.5
random,D4MS,1898.0,1.0,1.0,0.0
random,D2MD,1021.0,0.3,0.16666666666666666,0.13333333333333333
random,D3MS,882.0,0.4666666666666667,0.5666666666666667,-0.09999999999999998
random,D4MD,8849.0,1.0,1.0,0.0
random,D10MS,2241.0,0.9666666666666667,0.0,0.9666666666666667
random,D4MD,2945.0,0.7666666666666667,0.3333333333333333,0.4333333333333334
random,D3MD,5945.0,0.7,0.0,0.7
random,D10MS,8418.0,1.0,1.0,0.0
random,D4MD,6998.0,1.0,1.0,0.0
random,D10MS,6101.0,1.0,0.5666666666666667,0.43333333333333335
random,D11MS,4969.0,1.0,1.0,0.0
random,D8MS,5834.0,0.03333333333333333,0.23333333333333334,-0.2
random,D11MD,14.0,0.43333333333333335,1.0,-0.5666666666666667
random,D10MS,1949.0,0.9666666666666667,1.0,-0.033333333333333326
random,D11MS,3646.0,1.0,0.9666666666666667,0.033333333333333326
random,D1MS,4941.0,0.8333333333333334,0.03333333333333333,0.8
random,D10MD,8298.0,0.6,0.9,-0.30000000000000004
random,D2MS,1722.0,0.8,1.0,-0.19999999999999996
random,D4MD,7847.0,1.0,1.0,0.0
random,D2MS,5456.0,1.0,1.0,0.0
random,D2MD,7396.0,1.0,1.0,0.0
random,D3MS,4837.0,0.8666666666666667,0.0,0.8666666666666667
random,D4MS,2017.0,1.0,1.0,0.0
random,D4MD,2184.0,0.9,0.4666666666666667,0.43333333333333335
random,D10MS,8557.0,1.0,1.0,0.0
random,D5MS,4957.0,0.5,0.03333333333333333,0.4666666666666667
random,D3MS,872.0,0.13333333333333333,0.9,-0.7666666666666667
random,D2MD,4964.0,0.3,1.0,-0.7
random,D11MS,8360.0,1.0,1.0,0.0
random,D2MS,2618.0,1.0,1.0,0.0
random,D6MD,2640.0,1.0,1.0,0.0
random,D1MS,7060.0,1.0,0.16666666666666666,0.8333333333333334
random,D10MS,5309.0,0.1,1.0,-0.9
random,D7MS,6775.0,0.7333333333333333,1.0,-0.2666666666666667
random,D11MS,3958.0,1.0,1.0,0.0
random,D4MS,629.0,1.0,1.0,0.0
random,D6MD,3518.0,0.23333333333333334,1.0,-0.7666666666666666
random,D7MS,893.0,0.43333333333333335,1.0,-0.5666666666666667
random,D4MD,6469.0,1.0,1.0,0.0
random,D10MS,2563.0,1.0,1.0,0.0
random,D6MS,4610.0,1.0,1.0,0.0
random,D3MS,7412.0,1.0,1.0,0.0
random,D7MS,8589.0,0.5,0.1,0.4
random,D7MS,6332.0,1.0,0.5333333333333333,0.4666666666666667
random,D11MS,3075.0,1.0,1.0,0.0
random,D10MS,1519.0,0.2,0.4,-0.2
random,D10MS,7856.0,1.0,1.0,0.0
random,D2MD,6939.0,1.0,1.0,0.0
random,D2MS,2131.0,1.0,0.43333333333333335,0.5666666666666667
random,D2MS,3101.0,1.0,1.0,0.0
random,D6MD,4211.0,1.0,0.9333333333333333,0.06666666666666665
random,D6MS,3791.0,1.0,1.0,0.0
random,D3MS,995.0,0.6333333333333333,0.8333333333333334,-0.20000000000000007
random,D10MS,8377.0,1.0,1.0,0.0
random,D3MS,6910.0,1.0,0.7333333333333333,0.2666666666666667
random,D10MS,5439.0,0.8666666666666667,1.0,-0.1333333333333333
random,D3MS,8000.0,0.8666666666666667,1.0,-0.1333333333333333
random,D6MD,4834.0,0.03333333333333333,1.0,-0.9666666666666667
random,D10MS,7039.0,1.0,1.0,0.0
random,D11MS,8453.0,1.0,1.0,0.0
random,D4MS,8242.0,0.5666666666666667,1.0,-0.43333333333333335
random,D4MS,5978.0,1.0,1.0,0.0
random,D11MS,2807.0,1.0,1.0,0.0
random,D2MS,2589.0,0.8333333333333334,1.0,-0.16666666666666663
random,D11MS,3567.0,1.0,1.0,0.0
random,D10MS,8751.0,1.0,1.0,0.0
random,D11MS,6611.0,1.0,1.0,0.0
random,D10MS,8370.0,1.0,1.0,0.0
random,D11MD,247.0,1.0,0.9666666666666667,0.033333333333333326
random,D2MS,3901.0,1.0,1.0,0.0
random,D11MS,2921.0,1.0,1.0,0.0
random,D11MS,2586.0,1.0,1.0,0.0
random,D10MS,6906.0,1.0,0.8666666666666667,0.1333333333333333
random,D1MD,4546.0,0.7333333333333333,1.0,-0.2666666666666667
random,D2MS,8542.0,1.0,0.7,0.30000000000000004
random,D6MS,4808.0,1.0,0.4,0.6
random,D3MD,3706.0,0.23333333333333334,0.2,0.033333333333333326
random,D6MD,4838.0,0.16666666666666666,1.0,-0.8333333333333334
random,D7MS,923.0,1.0,0.2,0.8
random,D11MS,6630.0,1.0,0.6333333333333333,0.3666666666666667
random,D2MS,3307.0,1.0,1.0,0.0
random,D11MD,140.0,1.0,1.0,0.0
random,D2MS,3120.0,1.0,1.0,0.0
random,D2MS,3103.0,1.0,1.0,0.0
random,D6MD,5554.0,1.0,1.0,0.0
random,D4MS,8662.0,0.8,0.26666666666666666,0.5333333333333334
random,D3MS,6745.0,1.0,1.0,0.0
random,D6MD,2556.0,0.5,1.0,-0.5
random,D2MD,6578.0,1.0,1.0,0.0
random,D6MS,6654.0,1.0,1.0,0.0
random,D10MS,5383.0,1.0,1.0,0.0
random,D10MS,2086.0,1.0,1.0,0.0
random,D4MD,8495.0,1.0,1.0,0.0
random,D10MS,8710.0,1.0,1.0,0.0
random,D6MS,3888.0,1.0,1.0,0.0
random,D10MS,2201.0,0.06666666666666667,1.0,-0.9333333333333333
random,D10MS,5368.0,1.0,1.0,0.0
random,D6MS,3967.0,1.0,0.9333333333333333,0.06666666666666665
random,D2MS,968.0,1.0,1.0,0.0
random,D2MS,1903.0,1.0,1.0,0.0
random,D4MS,8254.0,0.9666666666666667,1.0,-0.033333333333333326
random,D3MS,6872.0,1.0,1.0,0.0
random,D10MS,8462.0,1.0,1.0,0.0
random,D11MS,3560.0,0.2,1.0,-0.8
random,D4MD,8320.0,1.0,1.0,0.0
random,D11MS,4688.0,0.1,0.3333333333333333,-0.2333333333333333
random,D6MS,3772.0,0.26666666666666666,0.13333333333333333,0.13333333333333333
random,D10MS,2515.0,0.9666666666666667,0.0,0.9666666666666667
random,D6MS,4720.0,1.0,1.0,0.0
random,D4MS,678.0,1.0,1.0,0.0
random,D10MS,8573.0,1.0,1.0,0.0
random,D4MS,8398.0,1.0,1.0,0.0
random,D4MD,8379.0,1.0,1.0,0.0
random,D10MS,2572.0,1.0,1.0,0.0
random,D2MS,1813.0,1.0,0.36666666666666664,0.6333333333333333
random,D10MS,5605.0,0.9666666666666667,0.0,0.9666666666666667
random,D11MS,6630.0,1.0,0.6333333333333333,0.3666666666666667
random,D4MD,6608.0,1.0,1.0,0.0
random,D11MS,6494.0,1.0,0.2,0.8
random,D3MS,3427.0,1.0,0.1,0.9
random,D4MD,8280.0,1.0,1.0,0.0
random,D6MS,4646.0,1.0,1.0,0.0
random,D6MS,4587.0,0.5666666666666667,1.0,-0.43333333333333335
random,D2MD,5056.0,1.0,0.5333333333333333,0.4666666666666667
random,D10MS,2204.0,1.0,1.0,0.0
random,D4MD,2003.0,0.7,0.43333333333333335,0.2666666666666666
random,D8MS,716.0,0.3,0.1,0.19999999999999998
random,D5MD,8418.0,0.9666666666666667,0.0,0.9666666666666667
random,D6MS,6588.0,1.0,1.0,0.0
random,D3MS,7465.0,1.0,1.0,0.0
random,D10MS,8675.0,1.0,1.0,0.0
random,D6MS,4575.0,0.16666666666666666,1.0,-0.8333333333333334
random,D2MS,3341.0,1.0,1.0,0.0
