B_id,nest_D,nest_S,edge_D,edge_S,center_D,center_S
B1,16.77777777777777,50.0,-9.666666666666664,-75.88888888888889,-7.111111111111111,25.88888888888889
B2,-34.77777777777777,58.33333333333334,-5.666666666666668,-35.66666666666667,40.44444444444445,-22.666666666666664
B3,12.333333333333332,21.66666666666666,-37.0,-16.888888888888893,24.666666666666664,-4.777777777777775
B4,-6.222222222222225,15.444444444444445,1.44444444444445,-37.44444444444444,4.777777777777777,21.999999999999993
B5,9.444444444444443,-24.666666666666668,3.888888888888893,9.777777777777771,-13.333333333333334,14.88888888888889
B6,-35.555555555555564,-11.666666666666671,31.85185185185185,-20.33333333333333,3.703703703703706,32.0
B7,-22.266666666666676,23.68888888888888,12.488888888888894,-34.17777777777778,9.777777777777779,10.488888888888887
B8,-8.977777777777774,21.244444444444447,-8.31111111111111,-23.333333333333332,17.28888888888889,2.0888888888888886
B9,-4.044444444444437,-6.799999999999997,25.511111111111113,-3.82222222222223,-21.46666666666667,10.622222222222224
B10,21.86666666666666,-63.51111111111111,-36.17777777777779,38.48888888888889,14.311111111111114,25.022222222222222
B11,-17.422222222222217,-30.26666666666666,19.777777777777782,12.044444444444444,-2.3555555555555543,18.22222222222222
B12,27.55555555555556,27.377777777777776,-28.39999999999999,-33.51111111111111,0.844444444444445,6.133333333333329
B13,7.955555555555556,23.2,2.577777777777783,3.6444444444444457,-10.533333333333335,-26.844444444444445
B14,-19.688888888888883,0.44444444444444287,11.644444444444444,-6.533333333333331,8.044444444444444,6.088888888888889
B15,-21.711111111111123,-41.583333333333336,24.555555555555554,27.527777777777775,-2.844444444444445,14.055555555555557
B16,-19.777777777777786,-51.26984126984126,3.7222222222222285,36.0,16.055555555555557,15.269841269841272
B17,-6.488888888888884,-73.62962962962963,28.22222222222222,59.160493827160494,-21.733333333333334,14.469135802469136
B18,9.333333333333334,-6.888888888888891,-13.222222222222229,10.583333333333321,3.888888888888893,-3.6944444444444464
B19,-18.84444444444444,-20.666666666666664,10.577777777777776,-2.1111111111111107,8.26666666666667,22.777777777777775
B20,-55.62222222222223,-54.888888888888886,37.24444444444445,34.71111111111111,18.377777777777776,20.177777777777777
